year,county,total_firms,employer_firms,nonemployer_firms,total_revenue_thousands,num_employees,annual_payroll_thousands,employer_firm_pct,revenue_per_firm,revenue_per_employee,payroll_per_employee
2023,"Lonoke County, Arkansas",6791,1291,5500,3707643,14045,528858,19.01,545.96,263.98,37.65
