Target,Test R²,Test MAE,Test RMSE,Train R²,CV R² (mean),CV R² (std)
place_score,0.6649932173403721,6.7946922129467096,8.57957333521717,0.8625018204070274,-0.3083840649385102,1.100369458348816
igs_score,0.5534506684749428,10.845438466831558,12.018498356940652,0.9239927509888708,0.23796682869950808,0.6444860847857776
community_score,0.24053447077295576,9.189590518069432,9.973687140489316,0.7871948773070916,-0.24174587384319723,0.7116296311000155
economy_score,0.0458509474881581,9.457730197888084,11.869263739530801,0.86036012218433,0.33016254793925415,0.17741600250781883
